1001,2015,10002,55221,26745,28476,2.6,75.8,18.5,0.4,1,0,40725,51281,2391,24974,1080,12.9,18.6,33.2,17,24.2,8.6,17.1,87.5,8.8,0.1,0.5,1.3,1.8,26.5,23986,73.6,20.9,5.5,0,7.6
1003,2015,10003,195121,95314,99807,4.5,83.1,9.5,0.6,0.7,0,147695,50254,1263,27317,711,13.4,19.2,33.1,17.7,27.1,10.8,11.2,84.7,8.8,0.1,1,1.4,3.9,26.4,85953,81.5,12.3,5.8,0.4,7.5
1005,2015,10004,26932,14497,12435,4.6,46.2,46.7,0.2,0.4,0,20714,32964,2973,16824,798,26.7,45.3,26.8,16.1,23.1,10.8,23.1,83.8,10.9,0.4,1.8,1.5,1.6,24.1,8597,71.8,20.8,7.3,0.1,17.6
1007,2015,10005,22604,12073,10531,2.2,74.5,21.4,0.4,0.1,0,17495,38678,3995,18431,1618,16.8,27.9,21.5,17.9,17.8,19,23.7,83.2,13.5,0.5,0.6,1.5,0.7,28.8,8294,76.8,16.1,6.7,0.4,8.3
1009,2015,10006,57710,28512,29198,8.6,87.9,1.5,0.3,0.1,0,42345,45813,3141,20532,708,16.7,27.2,28.5,14.1,23.9,13.5,19.9,84.9,11.2,0.4,0.9,0.4,2.3,34.9,22189,82,13.5,4.2,0.4,7.7
1011,2015,10007,10678,5660,5018,4.4,22.2,70.7,1.2,0.2,0,8057,31938,5884,17580,2055,24.6,38.4,18.8,15,19.7,20.1,26.4,74.9,14.9,0.7,5,1.7,2.8,27.5,3865,79.5,15.1,5.4,0,18
1013,2015,10008,20354,9502,10852,1.2,53.3,43.8,0.1,0.4,0,15581,32229,1793,18390,714,25.4,39.2,27.5,16.6,21.9,10.3,23.7,84.5,12.4,0,0.8,0.6,1.7,24.6,7813,77.4,16.2,6.2,0.2,10.9
1015,2015,10009,116648,56274,60374,3.5,73,20.3,0.2,0.9,0,88612,41703,925,21374,489,20.5,31.6,27.3,17.7,24.2,10.5,20.4,85.3,9.4,0.2,1.2,1.2,2.7,24.1,47401,74.1,20.8,5,0.1,12.3
1017,2015,10010,34079,16258,17821,0.4,57.3,40.3,0.2,0.8,0,26462,34177,2949,21071,1366,21.6,37.2,23.3,14.5,26.3,11.5,24.4,85.1,11.9,0.2,0.3,0.4,2.1,25.1,13689,85.1,12.1,2.8,0,8.9
1019,2015,10011,26008,12975,13033,1.5,91.7,4.8,0.6,0.3,0,20600,36296,1710,21811,1556,19.2,30.1,29.3,16,19.5,13.7,21.5,83.9,12.1,0.2,0.6,0.7,2.5,27.4,10155,73.1,18.5,7.9,0.5,7.9
1021,2015,10012,43819,21619,22200,7.6,80.5,10.2,0.4,0.3,0,31728,41627,2025,21399,1446,19.1,30.6,27.2,14.3,23.7,15.3,19.5,81.2,14.2,0.2,1.1,1.4,1.9,32,17895,80.3,15.2,4.1,0.5,9.1
1023,2015,10013,13395,6382,7013,0.4,55.9,42.9,0,0,0,10568,33536,2231,20755,1380,23.4,34.4,24.9,15.4,19.6,18.3,21.8,85.5,10.3,0.1,1.9,1.4,0.8,30.7,4405,77.5,16.8,5.4,0.3,13.6
1025,2015,10014,25070,11834,13236,0.3,53.4,45.3,0,0.4,0.4,19258,32011,3088,20064,1469,24.7,29.8,21.1,15,25.5,11.6,26.9,82,12.8,0.2,1.3,2.6,1.1,23,8161,83.1,13.6,3.3,0,19.4
1027,2015,10015,13537,6671,6866,3.2,79.9,14.4,0.7,0,0,10312,35327,4517,18905,1067,16.7,22.5,21.5,13.3,20.8,15.3,29.1,84.3,10.4,0.6,1.8,0.9,2.1,30.3,5180,77.5,14.7,7.8,0,9.4
1029,2015,10016,15002,7334,7668,2.3,92.5,2.9,0.2,0.4,0,11367,38056,3883,20151,1357,17,26.3,28.9,11.7,23.1,15.6,20.7,77.6,17.7,0.1,0.2,1,3.4,33.3,6065,76.3,15.3,8.4,0,8.3
1031,2015,10017,50884,25174,25710,6.4,71.5,17.2,0.8,1.2,0,37575,46729,2066,24936,854,17.1,26.4,32.2,18.6,22.7,12.1,14.5,85.3,9.6,0.1,1,1.3,2.8,20.9,20912,70.3,23.5,5.7,0.5,7.1
1033,2015,10018,54444,26303,28141,2.4,78.9,15.6,0.6,0.3,0.1,42075,40576,2536,22546,917,17.4,26.1,27.3,15.5,25.7,10.7,20.7,90.7,6,0.2,0.9,0.7,1.5,22.8,21290,78.6,16.1,5.2,0,9
1035,2015,10019,12865,6176,6689,1.6,51,44.7,0.3,0,0,9930,24900,3001,15968,1369,33.8,41.5,19.4,21,20.4,11.4,27.9,93.6,4.3,0,0.6,0.3,1.3,29.7,3718,77.8,13,8.3,0.8,22.6
1037,2015,10020,11027,5579,5448,2.1,65.2,30.7,0.1,0,0,8803,31212,2971,17519,961,19.3,27.5,18,19.8,21.9,12.7,27.6,85.4,10.1,0.5,0.9,1,2.1,28.6,3852,76.6,17.5,5.9,0,17
1039,2015,10021,37886,18339,19547,1.5,83.3,13,0.5,0.3,0.1,29358,36444,1673,20977,723,20.2,31.2,26.2,15.6,23.6,15.2,19.4,83,11.2,0.2,1.5,1.9,2.2,25.5,14202,77.1,15.8,6.7,0.4,11.2
1041,2015,10022,13938,6863,7075,1.7,70.5,23.5,0.8,1.8,0,10591,36022,3041,20585,1229,16.7,19.2,27.6,11.6,23.8,12.5,24.6,81.7,11.6,0,1.3,0.8,4.6,27.9,5620,74.1,17.8,7.9,0.3,9.7
1043,2015,10023,80965,40081,40884,4.3,92.2,1.1,0.4,0.6,0,61222,38971,1526,20881,727,18.5,25,28.5,15.6,23.9,13.9,18.1,84.9,10,0.1,1.5,1,2.6,26.4,32282,81.6,12.2,5.8,0.4,7.3
1045,2015,10024,49866,24708,25158,6,69.8,19.4,0.5,1.2,0,37331,45028,2413,22566,911,19.1,26.2,27.1,17.2,24.8,14.8,16.2,87.4,6.6,0.1,1.6,1.7,2.6,20.4,18735,73.1,20.9,5.9,0.1,10.9
1047,2015,10025,42154,19450,22704,0.3,28.6,69.2,0.2,0.3,0,31231,27306,2075,17808,788,35,53.8,26.5,19.5,19.3,10.1,24.5,82.3,11.4,0.3,2.2,1.6,2.2,23.9,14094,76.6,16.7,6.2,0.4,16.4
1049,2015,10026,71068,35474,35594,14,80.9,1.8,1.1,0.3,0.1,49341,38192,1360,18411,588,18.7,25.2,24.2,15.7,21.3,12.4,26.4,86.1,10.4,0,0.6,0.9,2.1,22.8,27778,78.8,12.6,8.5,0.1,7.7
1051,2015,10027,80763,39362,41401,2.8,73.6,21,0.2,0.5,0,61172,53555,1980,24381,941,13.6,20.5,33.3,16,25.2,9.6,15.9,87.1,9,0.1,0.4,1.2,2.2,28.5,33636,70.4,24.1,5.5,0,8.3
1053,2015,10028,37935,19524,18411,1.2,60.7,33.4,3.2,0.1,0,29399,32330,2209,17045,848,24.2,31.8,25.4,21.8,23.1,11,18.7,90.8,6,0.4,1.2,0.5,1.1,23.1,12294,74.5,19,6.4,0.1,15.6
