10547,Walton,111
10548,Ware,111
10549,Warren,111
10550,Washington,111
10551,Wayne,111
10552,Webster,111
10553,Wheeler,111
10554,White,111
10555,Whitfield,111
10556,Wilcox,111
10557,Wilkes,111
10558,Wilkinson,111
10559,Worth,111
10560,Hawaii,112
10561,Honolulu,112
10562,Kalawao,112
10563,Kauai,112
10564,Maui,112
10565,Ada,113
10566,Adams,113
10567,Bannock,113
10568,Bear Lake,113
10569,Benewah,113
10570,Bingham,113
10571,Blaine,113
10572,Boise,113
10573,Bonner,113
10574,Bonneville,113
10575,Boundary,113
10576,Butte,113
10577,Camas,113
10578,Canyon,113
10579,Caribou,113
10580,Cassia,113
10581,Clark,113
10582,Clearwater,113
10583,Custer,113
10584,Elmore,113
10585,Franklin,113
10586,Fremont,113
10587,Gem,113
10588,Gooding,113
10589,Idaho,113
10590,Jefferson,113
10591,Jerome,113
10592,Kootenai,113
10593,Latah,113
10594,Lemhi,113
10595,Lewis,113
10596,Lincoln,113
10597,Madison,113
10598,Minidoka,113
10599,Nez Perce,113
10600,Oneida,113
10601,Owyhee,113
10602,Payette,113
10603,Power,113
10604,Shoshone,113
10605,Teton,113
10606,Twin Falls,113
10607,Valley,113
10608,Washington,113
10609,Adams,114
10610,Alexander,114
10611,Bond,114
10612,Boone,114
10613,Brown,114
10614,Bureau,114
10615,Calhoun,114
10616,Carroll,114
10617,Cass,114
10618,Champaign,114
10619,Christian,114
10620,Clark,114
10621,Clay,114
10622,Clinton,114
10623,Coles,114
10624,Cook,114
10625,Crawford,114
10626,Cumberland,114
10627,De Witt,114
10628,DeKalb,114
10629,Douglas,114
10630,DuPage,114
10631,Edgar,114
10632,Edwards,114
10633,Effingham,114
10634,Fayette,114
10635,Ford,114
10636,Franklin,114
10637,Fulton,114
10638,Gallatin,114
10639,Greene,114
10640,Grundy,114
10641,Hamilton,114
10642,Hancock,114
10643,Hardin,114
10644,Henderson,114
10645,Henry,114
10646,Illinois,114
10647,Iroquois,114
10648,Jackson,114
10649,Jasper,114
10650,Jefferson,114
10651,Jersey,114
10652,Jo Daviess,114
10653,Johnson,114
10654,Kane,114
10655,Kankakee,114
10656,Kendall,114
10657,Knox,114
10658,Lake,114
10659,LaSalle,114
10660,Lawrence,114
10661,Lee,114
10662,Livingston,114
10663,Logan,114
10664,Macon,114
10665,Macoupin,114
10666,Madison,114
10667,Marion,114
10668,Marshall,114
10669,Mason,114
10670,Massac,114
10671,McDonough,114
10672,McHenry,114
10673,McLean,114
10674,Menard,114
10675,Mercer,114
10676,Monroe,114
10677,Montgomery,114
10678,Morgan,114
10679,Moultrie,114
10680,Ogle,114
10681,Peoria,114
10682,Perry,114
10683,Piatt,114
10684,Pike,114
10685,Pope,114
10686,Pulaski,114
10687,Putnam,114
10688,Randolph,114
10689,Richland,114
10690,Rock Island,114
10691,Saint Clair,114
10692,Saline,114
10693,Sangamon,114
10694,Schuyler,114
10695,Scott,114
10696,Shelby,114
10697,St. Clair,114
10698,Stark,114
10699,Stephenson,114
10700,Tazewell,114
10701,Union,114
10702,Vermilion,114
10703,Wabash,114
10704,Warren,114
10705,Washington,114
10706,Wayne,114
10707,White,114
10708,Whiteside,114
10709,Will,114
10710,Williamson,114
10711,Winnebago,114
10712,Woodford,114
10713,Adams,115
10714,Allen,115
10715,Bartholomew,115
10716,Benton,115
10717,Blackford,115
10718,Boone,115
10719,Brown,115
10720,Carroll,115
10721,Cass,115
10722,Clark,115
10723,Clay,115
10724,Clinton,115
10725,Crawford,115
10726,Daviess,115
10727,Dearborn,115
10728,Decatur,115
10729,DeKalb,115
10730,Delaware,115
10731,Dubois,115
10732,Elkhart,115
10733,Fayette,115
10734,Floyd,115
10735,Fountain,115
10736,Franklin,115
10737,Fulton,115
10738,Gibson,115
10739,Grant,115
10740,Greene,115
10741,Hamilton,115
10742,Hancock,115
10743,Harrison,115
10744,Hendricks,115
10745,Henry,115
10746,Howard,115
10747,Huntington,115
10748,Indiana,115
10749,Jackson,115
10750,Jasper,115
10751,Jay,115
10752,Jefferson,115
10753,Jennings,115
10754,Johnson,115
10755,Knox,115
10756,Kosciusko,115
10757,LaGrange,115
10758,Lake,115
10759,LaPorte,115
10760,Lawrence,115
10761,Madison,115
10762,Marion,115
10763,Marshall,115
10764,Martin,115
10765,Miami,115
10766,Monroe,115
10767,Montgomery,115
10768,Morgan,115
10769,Newton,115
10770,Noble,115
10771,Ohio,115
10772,Orange,115
10773,Owen,115
10774,Parke,115
10775,Perry,115
10776,Pike,115
10777,Porter,115
10778,Posey,115
10779,Pulaski,115
10780,Putnam,115
10781,Randolph,115
10782,Ripley,115
10783,Rush,115
10784,Saint Joseph ,115
10785,Scott,115
10786,Shelby,115
10787,Spencer,115
10788,St. Joseph,115
10789,Starke,115
10790,Steuben,115
10791,Sullivan,115
10792,Switzerland,115
10793,Tippecanoe,115
10794,Tipton,115
10795,Union,115
10796,Vanderburgh,115
10797,Vermillion,115
10798,Vigo,115
10799,Wabash,115
10800,Warren,115
10801,Warrick,115
10802,Washington,115
10803,Wayne,115
10804,Wells,115
10805,White,115
10806,Whitley,115
10807,Adair,116
10808,Adams,116
10809,Allamakee,116
10810,Appanoose,116
10811,Audubon,116
10812,Benton,116
10813,Black Hawk,116
10814,Boone,116
10815,Bremer,116
10816,Buchanan,116
10817,Buena Vista,116
10818,Butler,116
10819,Calhoun,116
10820,Carroll,116
10821,Cass,116
10822,Cedar,116
10823,Cerro Gordo,116
10824,Cherokee,116
10825,Chickasaw,116
10826,Clarke,116
10827,Clay,116
10828,Clayton,116
10829,Clinton,116
10830,Crawford,116
10831,Dallas,116
10832,Davis,116
10833,Decatur,116
10834,Delaware,116
10835,Des Moines,116
10836,Dickinson,116
10837,Dubuque,116
10838,Emmet,116
10839,Fayette,116
10840,Floyd,116
10841,Franklin,116
10842,Fremont,116
10843,Greene,116
10844,Grundy,116
10845,Guthrie,116
10846,Hamilton,116
10847,Hancock,116
10848,Hardin,116
10849,Harrison,116
10850,Henry,116
10851,Howard,116
10852,Humboldt,116
10853,Ida,116
10854,Iowa,116
10855,Jackson,116
10856,Jasper,116
10857,Jefferson,116
10858,Johnson,116
10859,Jones,116
10860,Keokuk,116
10861,Kossuth,116
10862,Lee,116
10863,Linn,116
10864,Louisa,116
10865,Lucas,116
10866,Lyon,116
10867,Madison,116
10868,Mahaska,116
10869,Marion,116
10870,Marshall,116
10871,Mills,116
10872,Mitchell,116
10873,Monona,116
10874,Monroe,116
10875,Montgomery,116
10876,Muscatine,116
10877,O'Brien,116
10878,Osceola,116
10879,Page,116
10880,Palo Alto,116
10881,Plymouth,116
10882,Pocahontas,116
10883,Polk,116
10884,Pottawattamie,116
10885,Poweshiek,116
10886,Ringgold,116
10887,Sac,116
10888,Scott,116
10889,Shelby,116
10890,Sioux,116
10891,Story,116
10892,Tama,116
10893,Taylor,116
10894,Union,116
10895,Van Buren,116
10896,Wapello,116
10897,Warren,116
10898,Washington,116
10899,Wayne,116
10900,Webster,116
10901,Winnebago,116
10902,Winneshiek,116
10903,Woodbury,116
10904,Worth,116
10905,Wright,116
10906,Allen,117
10907,Anderson,117
10908,Atchison,117
10909,Barber,117
10910,Barton,117
10911,Bourbon,117
10912,Brown,117
10913,Butler,117
10914,Chase,117
10915,Chautauqua,117
10916,Cherokee,117
10917,Cheyenne,117
10918,Clark,117
10919,Clay,117
10920,Cloud,117
10921,Coffey,117
10922,Comanche,117
10923,Cowley,117
10924,Crawford,117
10925,Decatur,117
10926,Dickinson,117
10927,Doniphan,117
10928,Douglas,117
10929,Edwards,117
10930,Elk,117
10931,Ellis,117
10932,Ellsworth,117
